nome,genero,blood_status,profissao,casa,patrono,elemento_preferido,animal_preferido,cor,coragem,ambicao,inteligencia,lealdade,determinacao,justica,criatividade,coragem_moral,cautela,lealdade_a_amigos,competitividade,individualismo,cooperacao,fama_reconhecimento,pertencimento_comunidade,pensamento_analitico,intuicao,estrategia,impulsividade,autocontrole,empatia,etica,pragmatismo,lideranca,leitura_de_pessoas,persistencia,humildade,orgulho,busca_por_proposito_pessoal,identidade_forte
Mr Gerald Shaw,Feminino,Puro-Sangue,Jornalista,Ravenclaw,Salmão,Água,Sapo,Azul,3,1,8,2,8,7,10,6,6,1,10,9,7,8,5,9,9,8,4,5,4,2,7,6,6,7,7,5,10,3
Natasha Kirby,Masculino,Puro-Sangue,Desempregado(a),Hufflepuff,Lebre,Terra,Gato,Amarelo,4,1,5,8,9,9,8,5,6,10,5,2,8,5,9,2,1,5,1,3,8,7,2,6,1,6,10,2,6,9
Shaun Taylor-Wilson,Feminino,Nascido-Trouxa,Professor(a),Hufflepuff,Cervo,Terra,Amasso (Kneazle),Preto,5,3,8,9,9,9,5,6,7,9,3,3,9,10,7,3,10,6,6,3,8,10,1,4,9,9,10,6,8,6
Miss Teresa Ross,Masculino,Nascido-Trouxa,Pocionista,Ravenclaw,Serpente,Ar,Serpente,Azul,3,2,10,2,9,5,10,5,8,2,7,7,3,10,2,8,7,5,3,7,1,5,4,4,9,4,10,2,9,6
Carolyn Carter,Não-Binário,Puro-Sangue,Fabricante de Varinhas,Gryffindor,Cavalo,Fogo,Fênix,Vermelho,8,5,7,4,8,3,1,7,4,8,8,4,6,5,7,6,5,3,9,1,1,6,3,6,5,5,7,2,4,4
Geoffrey Wilkinson,Masculino,Nascido-Trouxa,Inominável,Hufflepuff,Cervo,Terra,Serpente,Preto,8,5,4,9,5,9,10,4,5,10,1,6,8,1,10,7,5,5,7,1,8,10,2,4,10,9,10,5,5,10
Melanie Middleton,Não-Binário,Mestiço,Funcionário(a) do Ministério,Hufflepuff,Urso,Fogo,Sapo,Amarelo,4,3,9,8,4,10,9,1,10,8,2,3,9,6,10,4,3,7,7,1,8,10,2,4,5,8,6,3,3,3
Luke Pearson,Masculino,Nascido-Trouxa,Pocionista,Ravenclaw,Cavalo,Água,Gato,Azul,7,4,10,5,7,7,7,3,9,7,7,7,5,7,5,9,10,9,3,6,7,4,4,2,8,7,5,7,7,9
Rachel Page,Feminino,Mestiço,Tratador(a) de Criaturas Mágicas,Hufflepuff,Urso,Fogo,Fênix,Preto,5,2,8,8,10,7,3,9,9,9,4,6,8,8,8,10,3,6,2,8,10,9,10,4,5,9,7,4,3,1
Paige James,Não-Binário,Nascido-Trouxa,Membro da Suprema Corte,Hufflepuff,Salmão,Terra,Gato,Preto,3,2,6,8,3,8,6,6,2,8,4,6,8,3,7,5,6,7,10,4,10,9,5,3,8,8,9,6,7,8
Miss Victoria Hayes,Feminino,Puro-Sangue,Lojista,Ravenclaw,Águia,Ar,Coruja,Azul,4,1,9,10,7,8,8,10,8,1,10,9,7,7,6,8,8,6,1,6,8,8,3,10,6,5,6,3,9,7
Ms Tracey Richardson,Masculino,Mestiço,Lojista,Slytherin,Águia,Água,Gato,Verde,1,10,10,6,9,2,1,1,3,4,10,9,2,2,5,4,5,8,7,7,3,3,8,9,6,10,1,10,10,9
Reece Ross,Não-Binário,Nascido-Trouxa,Lojista,Slytherin,Lebre,Água,Aranha,Prata,6,9,10,7,7,3,8,1,5,9,8,8,5,7,9,7,3,10,2,9,2,10,9,8,2,3,1,9,7,2
Mr Donald Ward,Feminino,Puro-Sangue,Pocionista,Gryffindor,Fênix,Fogo,Aranha,Vermelho,9,5,4,2,7,7,7,9,2,7,6,8,7,8,3,10,1,3,7,6,5,1,3,5,3,9,3,5,9,7
Damian Richardson,Masculino,Puro-Sangue,Inominável,Slytherin,Cão,Água,Coruja,Verde,6,10,9,5,7,5,8,3,2,5,10,9,5,3,5,8,7,10,7,10,4,8,8,8,8,9,3,8,7,2
Tom Curtis,Feminino,Nascido-Trouxa,Medibruxo(a),Hufflepuff,Fênix,Terra,Rato,Preto,8,3,7,8,1,10,10,1,1,8,4,3,8,3,9,2,3,7,5,5,9,7,10,5,3,10,10,5,6,2
Kevin Coleman,Não-Binário,Mestiço,Curandeiro(a),Gryffindor,Raposa,Fogo,Fênix,Dourado,8,3,4,10,6,1,4,8,1,7,6,9,8,2,7,4,5,2,9,1,5,3,3,6,9,2,9,3,9,5
Jeffrey Hill,Feminino,Nascido-Trouxa,Professor(a),Gryffindor,Salmão,Fogo,Rato,Vermelho,7,7,5,6,9,5,9,10,1,7,5,5,8,5,1,6,9,3,9,3,1,7,1,5,4,1,1,9,3,5
Tina Lamb,Não-Binário,Mestiço,Estudante,Hufflepuff,Cervo,Terra,Coruja,Amarelo,7,1,5,9,10,10,4,9,9,9,1,4,10,1,9,9,10,7,4,2,10,10,3,7,7,6,8,2,9,8
Miss Lisa King,Masculino,Puro-Sangue,Auror,Gryffindor,Doninha,Fogo,Testrálio,Vermelho,9,5,8,2,6,4,6,10,1,8,4,9,2,6,5,10,2,2,9,9,8,8,5,6,4,3,3,10,1,9
Margaret Hardy,Não-Binário,Mestiço,Inominável,Ravenclaw,Lontra,Ar,Dragão (miniatura),Azul,6,3,9,8,6,7,8,2,6,2,1,9,4,1,6,8,7,6,3,2,5,8,6,3,5,10,2,10,8,3
Declan Smith,Masculino,Puro-Sangue,Funcionário(a) do Ministério,Slytherin,Indeterminado,Água,Testrálio,Verde,7,8,4,6,9,4,1,1,9,8,8,9,4,1,7,4,8,7,5,7,3,10,10,8,3,8,1,7,6,8
Ms Mary Forster,Feminino,Puro-Sangue,Jornalista,Gryffindor,Cisne,Fogo,Coruja,Dourado,8,3,8,4,8,2,3,7,1,6,8,8,8,8,2,9,4,5,6,4,7,7,4,6,5,7,9,2,4,5
Robin Hancock,Masculino,Mestiço,Pesquisador(a),Gryffindor,Raposa,Fogo,Cachorro,Dourado,10,7,5,2,7,5,4,7,4,9,5,9,7,1,4,6,2,4,10,4,6,1,5,6,1,10,5,2,4,2
Mr Scott Wade,Masculino,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Slytherin,Cão,Água,Pomo,Verde,10,9,8,7,9,5,9,5,10,2,9,9,2,4,5,7,4,7,9,9,3,4,7,9,10,10,3,8,2,7
Jodie Evans,Masculino,Nascido-Trouxa,Pesquisador(a),Slytherin,Salmão,Água,Amasso (Kneazle),Verde,10,10,9,4,9,5,8,5,2,9,8,10,6,3,6,5,9,9,6,9,2,4,7,7,3,2,3,7,2,10
Megan Wilson,Não-Binário,Puro-Sangue,Funcionário(a) do Ministério,Ravenclaw,Cavalo,Ar,Coruja,Azul,6,9,8,3,3,6,7,4,9,9,5,6,7,6,2,8,9,7,3,9,9,7,9,7,5,2,3,5,10,9
Arthur Gardner,Feminino,Nascido-Trouxa,Professor(a),Ravenclaw,Cervo,Ar,Gato,Bronze,7,4,9,10,2,10,7,8,6,8,9,6,3,10,2,10,7,8,3,10,3,9,7,6,7,2,4,8,9,1
Joe Harris,Masculino,Puro-Sangue,Auror,Ravenclaw,Cão,Ar,Aranha,Bronze,6,4,10,2,10,7,8,5,8,6,4,7,6,6,3,9,7,5,4,7,8,7,5,3,8,5,5,8,10,5
Hugh Kelly,Masculino,Mestiço,Pesquisador(a),Hufflepuff,Cavalo,Terra,Testrálio,Amarelo,9,2,10,8,2,8,7,10,4,8,3,3,7,10,9,4,1,5,6,1,8,10,7,3,7,10,7,6,5,3
Jason Jones,Não-Binário,Mestiço,Estudante,Slytherin,Fênix,Água,Dragão (miniatura),Verde,7,9,10,5,9,3,4,8,6,8,9,7,6,1,2,2,10,10,10,10,4,8,8,6,8,3,2,8,3,8
Alan Young,Feminino,Puro-Sangue,Desempregado(a),Gryffindor,Raposa,Ar,Testrálio,Vermelho,8,7,4,1,7,2,9,9,2,7,6,7,6,9,3,8,7,2,8,7,9,10,3,6,8,8,7,2,2,6
Helen Taylor,Masculino,Mestiço,Curandeiro(a),Gryffindor,Fênix,Fogo,Amasso (Kneazle),Dourado,9,5,7,5,9,5,3,8,2,6,5,7,8,3,3,3,2,5,7,10,1,10,2,7,2,2,10,2,9,6
Mr Matthew Murray,Feminino,Nascido-Trouxa,Curandeiro(a),Slytherin,Texugo,Terra,Serpente,Verde,1,10,1,4,7,3,7,6,8,7,9,10,3,5,8,9,7,9,10,6,2,9,10,7,1,6,1,10,5,1
Katherine Allen-Johnson,Masculino,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Ravenclaw,Serpente,Ar,Cachorro,Azul,7,10,10,5,3,3,8,7,7,5,4,8,4,9,3,9,9,9,2,8,6,10,8,5,9,1,2,5,8,5
Teresa Coles-Smith,Não-Binário,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Gryffindor,Urso,Fogo,Serpente,Dourado,9,7,7,5,8,6,10,8,1,9,7,4,3,7,3,9,10,6,7,2,8,4,1,7,10,2,3,1,7,2
Lawrence Thomas,Feminino,Mestiço,Medibruxo(a),Slytherin,Serpente,Água,Serpente,Verde,9,9,5,6,10,5,9,10,7,10,10,7,3,1,8,6,8,8,9,9,2,8,10,10,4,5,3,8,8,6
Trevor Little,Masculino,Mestiço,Estudante,Gryffindor,Fênix,Fogo,Hipogrifo,Vermelho,8,7,8,7,7,9,7,9,1,8,5,3,1,2,8,1,1,2,10,7,1,1,4,7,9,2,8,10,9,5
June Walton,Masculino,Mestiço,Inominável,Gryffindor,Águia,Fogo,Sapo,Vermelho,7,5,7,1,6,6,1,9,2,7,5,4,9,7,5,5,2,6,6,1,4,2,4,9,5,8,7,6,3,3
Dr Nicola Edwards,Feminino,Mestiço,Curandeiro(a),Slytherin,Cervo,Água,Sapo,Prata,2,9,9,5,9,2,5,5,6,1,9,7,4,10,8,1,4,7,1,6,3,6,7,8,4,2,3,8,7,7
Mr Simon Begum,Não-Binário,Puro-Sangue,Pocionista,Gryffindor,Doninha,Fogo,Cachorro,Dourado,9,6,4,10,6,8,5,9,4,7,5,9,2,10,6,6,3,2,9,4,9,5,4,7,5,4,7,6,4,3
Dr Paul Law,Feminino,Nascido-Trouxa,Jornalista,Slytherin,Cão,Terra,Fênix,Verde,3,8,9,3,8,3,9,1,3,8,10,10,6,4,1,5,5,10,7,6,2,3,7,9,1,7,1,8,2,6
Mrs Pamela Hewitt,Não-Binário,Mestiço,Pocionista,Ravenclaw,Raposa,Ar,Serpente,Azul,3,8,8,3,8,7,10,9,6,1,3,9,7,2,2,10,10,9,1,6,5,7,8,8,6,6,4,3,9,5
Mr Victor Cox,Não-Binário,Mestiço,Funcionário(a) do Ministério,Hufflepuff,Fênix,Terra,Mini-pufe,Amarelo,6,2,9,9,5,9,1,10,1,9,4,2,8,3,7,6,7,3,6,8,8,10,2,4,5,8,10,6,10,7
Mr Adrian Cooper,Masculino,Puro-Sangue,Lojista,Gryffindor,Salmão,Fogo,Dragão (miniatura),Vermelho,7,7,8,1,6,9,8,8,3,6,6,3,3,4,7,9,1,3,8,10,9,3,5,8,3,9,9,10,5,5
Harry Taylor,Masculino,Puro-Sangue,Medibruxo(a),Hufflepuff,Cão,Terra,Furão,Amarelo,2,3,2,9,9,9,8,8,9,9,5,5,7,1,10,2,7,6,4,2,9,9,8,5,8,10,8,3,4,1
Howard Gill-Craig,Masculino,Mestiço,Pesquisador(a),Slytherin,Urso,Água,Dragão (miniatura),Verde,2,9,9,3,7,4,4,2,9,2,9,9,3,7,6,8,2,7,9,10,3,10,8,8,9,5,1,9,5,2
Mrs Abbie Wright,Masculino,Nascido-Trouxa,Estudante,Slytherin,Doninha,Água,Mini-pufe,Verde,7,9,10,7,9,4,4,5,2,1,8,8,3,2,8,7,1,9,3,7,4,5,10,6,1,2,1,8,9,10
Francesca Thompson,Não-Binário,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Gryffindor,Serpente,Ar,Dragão (miniatura),Dourado,7,5,7,2,8,8,8,7,3,8,6,7,9,4,8,9,2,6,9,8,1,3,1,5,7,8,2,8,7,10
Dr Bryan Austin,Não-Binário,Nascido-Trouxa,Professor(a),Slytherin,Lontra,Água,Mini-pufe,Verde,8,8,3,3,8,4,9,5,9,10,8,10,5,8,1,9,10,7,2,6,1,3,10,9,8,5,2,7,9,7
Richard Booth,Feminino,Mestiço,Inominável,Gryffindor,Cão,Fogo,Fênix,Vermelho,7,3,7,4,8,9,4,9,2,8,5,7,9,9,3,3,10,6,7,9,3,6,4,7,10,3,6,1,8,5
Dr Jeffrey Ahmed,Masculino,Mestiço,Pocionista,Slytherin,Lontra,Água,Gato,Verde,5,9,2,4,8,3,9,6,3,3,10,8,2,9,9,8,4,7,6,8,4,2,7,6,8,1,3,7,9,2
Judith Smith-Bennett,Não-Binário,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Gryffindor,Cisne,Fogo,Hipogrifo,Vermelho,9,5,7,9,9,8,7,8,1,8,4,7,10,1,2,3,3,2,8,3,10,8,1,5,4,7,10,7,10,5
Dr Jemma Jones,Masculino,Mestiço,Auror,Ravenclaw,Doninha,Ar,Dragão (miniatura),Azul,7,9,8,6,3,10,7,7,7,5,4,6,6,9,3,8,10,6,4,1,4,3,1,8,6,7,1,8,9,10
Molly Fisher,Masculino,Nascido-Trouxa,Pesquisador(a),Ravenclaw,Salmão,Ar,Rato,Azul,4,10,8,6,8,4,10,6,6,4,10,8,5,7,3,8,7,9,3,1,7,9,4,8,7,2,6,6,10,5
Dr Kayleigh Harding,Masculino,Puro-Sangue,Herbologista,Ravenclaw,Lebre,Água,Aranha,Azul,6,5,9,4,5,10,8,3,5,1,4,9,3,1,5,8,9,5,5,7,4,3,8,4,5,5,10,2,8,4
Ms Lynn Parker,Masculino,Nascido-Trouxa,Auror,Hufflepuff,Cervo,Fogo,Pomo,Preto,9,5,1,10,10,7,8,5,6,9,1,4,8,4,9,5,1,6,9,7,10,9,3,6,4,10,9,2,9,3
Mr Justin Goddard,Feminino,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Ravenclaw,Gato,Ar,Furão,Bronze,3,3,10,8,9,10,7,3,7,8,7,6,4,10,4,8,7,5,4,1,10,2,1,10,5,6,6,2,10,1
Dr Patricia Atkins,Masculino,Puro-Sangue,Professor(a),Ravenclaw,Doninha,Água,Amasso (Kneazle),Bronze,7,6,10,2,1,8,7,6,6,4,3,9,5,1,2,9,10,5,2,8,7,8,1,3,6,10,2,10,10,6
Dominic Ward,Não-Binário,Mestiço,Estudante,Hufflepuff,Doninha,Fogo,Gato,Preto,3,5,10,8,3,10,7,1,5,9,2,5,9,8,10,2,10,6,6,5,8,7,5,7,10,7,6,5,3,1
Andrew Thompson,Masculino,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Gryffindor,Águia,Fogo,Hipogrifo,Vermelho,8,3,7,4,6,10,3,9,1,8,6,8,5,7,2,7,7,4,10,8,1,3,5,8,8,2,5,1,1,5
Kelly Edwards,Masculino,Nascido-Trouxa,Estudante,Slytherin,Doninha,Água,Cachorro,Verde,10,9,3,4,10,4,3,10,1,10,9,8,3,10,9,7,7,7,5,6,2,8,7,10,10,2,2,9,10,3
David Baker,Não-Binário,Puro-Sangue,Auror,Ravenclaw,Fênix,Ar,Serpente,Azul,3,10,8,1,10,4,8,2,5,2,9,7,4,10,6,8,6,9,2,7,10,10,4,6,6,5,2,2,8,10
Dr Eleanor Davies,Não-Binário,Puro-Sangue,Estudante,Slytherin,Urso,Água,Rato,Verde,8,8,10,6,9,4,6,5,6,3,10,10,4,7,7,2,7,8,8,7,1,6,8,7,6,7,2,7,1,7
Mr Arthur Hunter,Masculino,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Ravenclaw,Indeterminado,Ar,Serpente,Azul,6,6,9,10,10,9,8,4,7,7,4,8,6,2,4,8,10,9,1,6,9,2,8,4,6,8,9,6,10,6
Mr Brandon Smith,Masculino,Puro-Sangue,Jornalista,Slytherin,Cavalo,Terra,Serpente,Verde,7,9,10,5,10,4,3,7,1,3,8,10,3,4,5,2,10,8,3,6,3,9,6,10,4,8,3,8,4,9
Dr Sam Murray,Masculino,Puro-Sangue,Jornalista,Ravenclaw,Raposa,Ar,Aranha,Azul,4,2,8,1,5,5,7,4,8,10,9,6,7,7,2,10,6,5,1,6,5,6,4,6,8,9,8,9,7,10
Frances Hammond,Não-Binário,Mestiço,Lojista,Slytherin,Lobo,Água,Aranha,Verde,3,9,9,7,10,2,2,2,5,4,9,7,3,4,3,4,8,10,5,8,4,5,10,10,10,7,3,10,1,4
Dr Stewart Gill,Não-Binário,Mestiço,Curandeiro(a),Ravenclaw,Lebre,Ar,Dragão (miniatura),Azul,5,3,8,5,3,8,7,6,7,8,5,8,7,3,4,10,8,5,3,10,9,10,4,6,6,8,10,10,9,1
Owen McDonald,Masculino,Puro-Sangue,Auror,Hufflepuff,Cão,Fogo,Dragão (miniatura),Preto,1,5,4,10,9,7,4,4,3,8,2,5,7,3,7,10,6,7,5,6,9,10,9,4,6,6,10,6,2,5
Lauren Glover,Masculino,Puro-Sangue,Pesquisador(a),Gryffindor,Cervo,Fogo,Sapo,Dourado,8,4,8,9,6,3,2,8,2,7,7,5,7,2,5,2,1,6,8,4,6,1,3,7,1,2,3,4,1,1
Suzanne Bailey,Masculino,Puro-Sangue,Pesquisador(a),Hufflepuff,Indeterminado,Terra,Rato,Amarelo,9,3,4,10,6,10,6,8,1,10,5,3,9,4,9,8,9,4,10,8,10,10,3,5,5,10,6,2,10,4
Ms Alice Lewis,Masculino,Puro-Sangue,Herbologista,Ravenclaw,Raposa,Ar,Rato,Bronze,3,2,10,4,7,4,10,1,7,8,3,6,3,9,4,10,8,5,2,5,5,1,7,7,8,9,9,6,10,1
Kelly Pearce,Feminino,Mestiço,Lojista,Ravenclaw,Salmão,Água,Furão,Bronze,7,8,9,1,9,3,8,7,7,6,5,7,3,5,5,10,8,8,3,6,10,1,1,10,6,5,10,6,8,10
Beverley Hill,Feminino,Mestiço,Estudante,Hufflepuff,Indeterminado,Terra,Pomo,Preto,10,5,2,8,10,7,4,2,7,9,1,5,8,9,7,8,4,3,3,8,9,9,10,6,1,7,10,4,7,9
Duncan Bartlett-Johnson,Não-Binário,Nascido-Trouxa,Pocionista,Gryffindor,Serpente,Fogo,Serpente,Dourado,10,7,4,3,6,4,3,7,2,7,8,1,2,7,4,8,10,6,8,6,10,5,1,9,10,8,3,10,2,3
Susan Middleton,Feminino,Nascido-Trouxa,Funcionário(a) do Ministério,Ravenclaw,Lebre,Ar,Fênix,Azul,4,1,9,7,4,6,9,9,9,1,9,7,7,1,4,10,6,9,1,5,7,4,9,10,5,5,1,3,7,1
Marie Davis,Masculino,Mestiço,Auror,Gryffindor,Cavalo,Fogo,Furão,Vermelho,7,5,5,7,6,8,8,10,3,8,8,6,1,8,9,6,1,6,6,1,6,2,4,7,9,1,5,6,2,7
Leah Stevens-Holmes,Masculino,Mestiço,Auror,Gryffindor,Cisne,Ar,Mini-pufe,Vermelho,7,7,8,4,6,9,3,9,2,6,4,1,2,5,4,7,9,5,9,1,5,7,3,6,6,5,2,5,6,10
Mr Denis Booth,Masculino,Nascido-Trouxa,Jogador(a) de Quadribol,Hufflepuff,Águia,Terra,Coruja,Amarelo,8,3,3,10,6,8,2,10,7,8,5,5,8,4,10,1,8,4,1,9,9,9,2,3,3,9,7,5,5,10
Aaron Richards-Wood,Não-Binário,Mestiço,Tratador(a) de Criaturas Mágicas,Ravenclaw,Serpente,Ar,Testrálio,Bronze,3,9,10,2,9,10,7,9,7,2,4,6,6,6,5,9,7,8,3,3,8,7,4,7,8,3,3,10,8,4
Ann Kennedy,Masculino,Mestiço,Lojista,Ravenclaw,Cão,Ar,Pomo,Azul,3,7,9,6,8,10,9,3,5,9,5,8,4,4,6,8,6,7,5,6,9,8,1,5,8,8,10,3,10,5
Gareth Cartwright,Feminino,Mestiço,Desempregado(a),Hufflepuff,Gato,Fogo,Furão,Amarelo,9,2,1,8,7,10,3,3,1,9,1,2,10,2,7,7,2,4,5,3,10,10,7,5,4,6,9,2,6,2
Danny Jones,Masculino,Mestiço,Pocionista,Ravenclaw,Indeterminado,Ar,Dragão (miniatura),Bronze,5,5,10,5,2,3,7,2,5,1,6,8,3,8,2,10,7,9,3,3,8,8,1,3,6,1,10,10,10,10
Christine Matthews-Baxter,Não-Binário,Mestiço,Inominável,Ravenclaw,Gato,Água,Furão,Bronze,5,5,8,4,4,4,10,7,6,3,10,9,4,7,4,10,7,9,3,3,6,8,1,2,7,8,3,5,9,10
Mrs Paula Stone,Feminino,Puro-Sangue,Professor(a),Gryffindor,Gato,Fogo,Fênix,Vermelho,9,7,4,7,6,2,5,8,4,9,5,6,6,7,5,3,2,2,10,2,6,10,2,6,7,5,2,8,1,9
Mrs Denise Kaur,Não-Binário,Mestiço,Desempregado(a),Ravenclaw,Gato,Água,Mini-pufe,Azul,7,7,8,8,1,1,8,7,9,5,8,8,4,1,3,10,8,5,5,6,9,9,9,8,5,9,3,1,10,10
Norman Phillips,Masculino,Puro-Sangue,Lojista,Hufflepuff,Gato,Terra,Gato,Preto,6,3,7,8,8,10,9,10,1,9,4,6,9,7,10,10,2,6,6,7,10,10,6,6,4,6,10,6,10,3
Fiona Baker,Feminino,Puro-Sangue,Pocionista,Ravenclaw,Cisne,Água,Serpente,Azul,4,1,10,1,9,5,9,9,9,4,7,6,6,6,3,9,10,8,5,4,8,9,1,8,7,10,2,9,8,7
Miss Maria Davies,Masculino,Mestiço,Desempregado(a),Hufflepuff,Cavalo,Terra,Fênix,Amarelo,10,2,5,10,3,7,2,5,5,10,2,3,10,4,10,3,3,7,7,2,8,10,8,4,4,7,8,6,7,10
Mrs Annette O'Brien,Feminino,Puro-Sangue,Professor(a),Hufflepuff,Águia,Terra,Furão,Amarelo,2,5,5,9,2,10,10,1,8,9,2,2,10,4,8,8,10,7,7,10,8,8,5,6,2,9,6,2,4,5
Dr Diana Wilson,Feminino,Puro-Sangue,Inominável,Gryffindor,Cisne,Fogo,Dragão (miniatura),Dourado,8,6,7,4,8,8,1,10,1,10,8,6,2,8,6,6,6,2,9,8,2,3,5,9,2,3,7,9,2,5
Jessica Elliott,Masculino,Puro-Sangue,Fabricante de Varinhas,Hufflepuff,Doninha,Terra,Testrálio,Amarelo,10,2,6,10,3,8,9,6,10,9,5,3,9,1,10,8,5,6,5,5,8,9,6,6,8,8,10,3,6,5
Bethan Dixon,Feminino,Nascido-Trouxa,Membro da Suprema Corte,Gryffindor,Raposa,Fogo,Dragão (miniatura),Vermelho,9,5,5,3,6,9,9,9,2,10,5,6,8,2,8,2,5,5,7,9,7,9,2,8,6,10,5,8,7,9
Jason Thomas,Não-Binário,Nascido-Trouxa,Desempregado(a),Gryffindor,Lobo,Ar,Coruja,Vermelho,10,5,8,2,7,3,4,9,1,7,7,3,9,4,1,4,10,5,10,8,4,9,1,9,7,7,7,9,2,7
Ms Wendy Crawford,Feminino,Mestiço,Jogador(a) de Quadribol,Slytherin,Urso,Água,Mini-pufe,Verde,10,10,10,3,10,5,5,4,2,10,9,10,5,10,6,4,7,10,1,7,3,4,9,6,2,10,1,8,10,3
Katy Roberts,Feminino,Mestiço,Medibruxo(a),Gryffindor,Cervo,Fogo,Coruja,Vermelho,8,7,4,4,6,7,7,9,4,7,4,4,4,4,2,1,7,3,10,7,10,6,2,8,3,1,7,8,3,5
Ellie Sanders,Não-Binário,Mestiço,Curandeiro(a),Gryffindor,Cisne,Fogo,Hipogrifo,Vermelho,9,5,5,7,9,3,2,10,4,7,4,3,4,4,4,5,7,4,6,2,2,9,5,8,7,10,9,10,10,5
Rebecca Walker,Não-Binário,Puro-Sangue,Funcionário(a) do Ministério,Ravenclaw,Lebre,Ar,Dragão (miniatura),Azul,4,6,9,6,4,1,9,1,5,6,10,6,5,5,3,9,10,6,5,6,10,7,10,3,8,5,4,10,7,4
Frederick Smith,Não-Binário,Mestiço,Desempregado(a),Ravenclaw,Indeterminado,Ar,Pomo,Bronze,7,4,9,9,8,4,7,9,5,2,1,7,7,8,3,9,10,5,5,7,8,3,8,6,5,4,8,8,8,9
Mr Neil Jackson,Não-Binário,Mestiço,Desempregado(a),Ravenclaw,Lobo,Ar,Mini-pufe,Bronze,5,2,8,6,5,4,10,8,9,9,3,9,4,4,5,10,10,6,3,7,2,3,8,4,9,2,4,9,10,2
Mr Raymond Knight,Feminino,Nascido-Trouxa,Medibruxo(a),Hufflepuff,Lebre,Terra,Pomo,Amarelo,5,1,3,10,7,8,1,1,3,9,1,3,9,8,10,3,7,3,2,4,8,9,1,6,6,6,9,6,1,4
Ms Shannon Smith,Não-Binário,Mestiço,Pocionista,Gryffindor,Indeterminado,Fogo,Rato,Vermelho,8,3,7,4,8,8,4,10,1,9,6,9,10,2,9,6,6,4,9,10,1,8,5,9,5,7,8,9,9,5
Ms Tracey Griffiths,Não-Binário,Puro-Sangue,Curandeiro(a),Ravenclaw,Doninha,Água,Pomo,Azul,3,2,10,10,4,10,7,1,5,7,4,6,5,8,4,8,8,8,1,3,9,2,2,6,9,3,10,9,7,10
Dr Justin Clarke,Masculino,Nascido-Trouxa,Desempregado(a),Hufflepuff,Doninha,Terra,Serpente,Preto,6,1,8,9,9,8,5,5,5,9,3,5,7,3,8,1,4,3,2,5,10,10,5,5,7,10,9,2,2,5
Amelia Watts,Masculino,Mestiço,Jogador(a) de Quadribol,Ravenclaw,Salmão,Ar,Testrálio,Azul,5,9,9,1,4,6,8,4,9,3,6,9,6,5,3,9,10,8,2,8,8,4,9,5,9,1,3,5,9,2
Elizabeth Patel,Masculino,Mestiço,Herbologista,Slytherin,Cão,Água,Mini-pufe,Verde,6,10,1,6,7,3,5,10,5,9,8,8,6,2,4,2,4,9,9,9,3,8,9,6,2,3,2,7,7,3
Dr Brenda Holland,Não-Binário,Puro-Sangue,Curandeiro(a),Ravenclaw,Cervo,Ar,Pomo,Azul,7,10,10,1,7,2,8,7,7,8,6,6,5,1,3,9,7,7,3,3,8,2,3,4,8,3,2,7,8,7
Craig George,Masculino,Mestiço,Inominável,Slytherin,Cisne,Água,Gato,Verde,6,8,2,4,9,4,9,1,1,4,8,7,2,9,4,7,10,9,10,8,3,6,9,7,8,9,2,10,5,7
Ms Tracey Smith,Feminino,Nascido-Trouxa,Jogador(a) de Quadribol,Ravenclaw,Cão,Ar,Serpente,Azul,3,2,8,6,2,5,7,3,5,5,10,8,4,6,2,10,8,9,3,10,10,4,6,6,6,5,8,10,7,9
Mr Charlie Hewitt,Feminino,Nascido-Trouxa,Inominável,Gryffindor,Salmão,Fogo,Gato,Dourado,9,7,8,6,8,10,7,9,1,9,5,5,6,2,9,4,10,2,8,10,4,2,2,6,9,8,3,4,5,6
Mr Mohammed Griffiths,Não-Binário,Nascido-Trouxa,Funcionário(a) do Ministério,Hufflepuff,Cavalo,Terra,Testrálio,Amarelo,6,3,7,10,5,8,6,2,5,9,5,4,9,2,9,8,7,3,5,7,10,10,2,6,1,6,10,6,4,9
Dr Albert Wallis,Feminino,Nascido-Trouxa,Medibruxo(a),Gryffindor,Fênix,Fogo,Furão,Vermelho,10,7,5,1,5,7,3,9,1,6,6,6,4,8,4,6,1,6,7,8,5,1,4,9,9,5,9,8,3,9
Victoria Robinson,Não-Binário,Nascido-Trouxa,Inominável,Ravenclaw,Lobo,Ar,Aranha,Bronze,5,6,8,3,4,5,9,5,9,6,8,6,7,8,4,8,7,5,4,7,8,6,4,2,8,1,2,2,10,9
Dr Neil McDonald,Não-Binário,Puro-Sangue,Fabricante de Varinhas,Ravenclaw,Gato,Ar,Dragão (miniatura),Azul,5,1,9,5,7,4,7,7,6,2,4,8,7,7,6,9,6,6,5,4,9,5,6,4,5,2,3,10,7,3
